,LINK-USD,LINK-USD,LINK-USD,LINK-USD,LINK-USD,LINK-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,LTC-USD,LTC-USD,LTC-USD,LTC-USD,LTC-USD,LTC-USD
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,972.5349731445312,972.5349731445312,934.8330078125,961.2379760742188,961.2379760742188,187474000,8.28987979888916,8.466090202331543,8.054679870605469,8.159979820251465,8.159979820251465,13909900.0,4.562489986419678,4.564839839935303,4.287370204925537,4.390520095825195,4.390520095825195,11912800
2016-12-31,,,,,,,,,,,,,960.6270141601562,963.7429809570312,947.2360229492188,963.7429809570312,963.7429809570312,99135104,8.15114974975586,8.158559799194336,7.909379959106445,7.969099998474121,7.969099998474121,9066800.0,4.392330169677734,4.4037699699401855,4.286930084228516,4.325290203094482,4.325290203094482,9210720
2017-01-01,,,,,,,,,,,,,963.6580200195312,1003.0800170898438,958.698974609375,998.3250122070312,998.3250122070312,147775008,7.982309818267822,8.471229553222656,7.982309818267822,8.17257022857666,8.17257022857666,14731700.0,4.32912015914917,4.5215301513671875,4.328710079193115,4.511590003967285,4.511590003967285,11337500
2017-01-02,,,,,,,,,,,,,998.6170043945312,1031.3900146484375,996.7020263671875,1021.75,1021.75,222184992,8.170869827270508,8.43632984161377,8.054409980773926,8.378510475158691,8.378510475158691,14579600.0,4.520450115203857,4.737659931182861,4.4846601486206055,4.648940086364746,4.648940086364746,14595300
2017-01-03,,,,,,,,,,,,,1021.5999755859375,1044.0799560546875,1021.5999755859375,1043.8399658203125,1043.8399658203125,185168000,8.374580383300781,9.996800422668457,8.317170143127441,9.725250244140625,9.725250244140625,33625200.0,4.655879974365234,4.731840133666992,4.5648698806762695,4.626200199127197,4.626200199127197,10055700
2017-01-04,,,,,,,,,,,,,1044.4000244140625,1159.4200439453125,1044.4000244140625,1154.72998046875,1154.72998046875,344945984,9.70928955078125,11.276399612426758,9.559809684753418,11.25160026550293,11.25160026550293,41051200.0,4.633749961853027,4.837850093841553,4.633749961853027,4.837850093841553,4.837850093841553,13762400
2017-01-05,,,,,,,,,,,,,1156.72998046875,1191.0999755859375,910.4169921875,1013.3800048828125,1013.3800048828125,510199008,11.286800384521484,11.890899658203125,9.402680397033691,10.254400253295898,10.254400253295898,41557400.0,4.914370059967041,4.945859909057617,4.226870059967041,4.292719841003418,4.292719841003418,19196000
2017-01-06,,,,,,,,,,,,,1014.239990234375,1046.81005859375,883.9439697265625,902.2009887695312,902.2009887695312,351876000,10.285799980163574,10.629199981689453,9.627289772033691,10.25469970703125,10.25469970703125,29471800.0,4.3024001121521,4.351650238037109,3.8413500785827637,3.861259937286377,3.861259937286377,11063700
2017-01-07,,,,,,,,,,,,,903.4869995117188,908.5850219726562,823.5560302734375,908.5850219726562,908.5850219726562,279550016,10.240900039672852,10.280400276184082,9.58584976196289,9.86719036102295,9.86719036102295,23153600.0,3.8633899688720703,3.9558799266815186,3.6135900020599365,3.9558799266815186,3.9558799266815186,14628400
2017-01-08,,,,,,,,,,,,,908.1749877929688,942.7239990234375,887.2490234375,911.198974609375,911.198974609375,158715008,9.872579574584961,10.394800186157227,9.828900337219238,10.289799690246582,10.289799690246582,16676600.0,3.959120035171509,4.015570163726807,3.8970301151275635,3.994580030441284,3.994580030441284,11728600
2017-01-09,,,,,,,,,,,,,913.2440185546875,913.6859741210938,879.8070068359375,902.8280029296875,902.8280029296875,141876992,10.313799858093262,10.78380012512207,10.13659954071045,10.325599670410156,10.325599670410156,25718300.0,3.9969799518585205,4.359389781951904,3.9296998977661133,4.301959991455078,4.301959991455078,11165200
2017-01-10,,,,,,,,,,,,,902.4400024414062,914.8729858398438,901.0599975585938,907.6790161132812,907.6790161132812,115808000,10.369500160217285,10.689800262451172,10.289799690246582,10.549599647521973,10.549599647521973,10879700.0,4.300920009613037,4.682449817657471,4.2911200523376465,4.591509819030762,4.591509819030762,15157900
2017-01-11,,,,,,,,,,,,,908.114990234375,919.447998046875,762.7650146484375,777.7570190429688,777.7570190429688,310928992,10.541500091552734,10.663900375366211,9.45680046081543,9.71776008605957,9.71776008605957,26823500.0,4.5971598625183105,4.6362199783325195,3.7962698936462402,3.846790075302124,3.846790075302124,21863300
2017-01-12,,,,,,,,,,,,,775.177978515625,826.2459716796875,755.7559814453125,804.833984375,804.833984375,222326000,9.721389770507812,10.083999633789062,9.175580024719238,9.861330032348633,9.861330032348633,30453800.0,3.836709976196289,4.02131986618042,3.780280113220215,3.9628000259399414,3.9628000259399414,13690900
2017-01-13,,,,,,,,,,,,,803.7369995117188,829.0009765625,780.0029907226562,823.9840087890625,823.9840087890625,168968000,9.82721996307373,9.853819847106934,9.51438045501709,9.769499778747559,9.769499778747559,25066600.0,3.9484798908233643,3.9601099491119385,3.8013598918914795,3.8908700942993164,3.8908700942993164,7720620
2017-01-14,,,,,,,,,,,,,825.1420288085938,835.0850219726562,812.4559936523438,818.4119873046875,818.4119873046875,93063296,9.786450386047363,9.890839576721191,9.44398021697998,9.646659851074219,9.646659851074219,20085800.0,3.892580032348633,3.946039915084839,3.8718600273132324,3.9005300998687744,3.9005300998687744,3999180
2017-01-15,,,,,,,,,,,,,818.1420288085938,823.3070068359375,812.8709716796875,821.7979736328125,821.7979736328125,71013600,9.82919979095459,9.99962043762207,9.597410202026367,9.90425968170166,9.90425968170166,14837900.0,3.888780117034912,3.9519600868225098,3.876199960708618,3.925839900970459,3.925839900970459,9341360
2017-01-16,,,,,,,,,,,,,821.7830200195312,834.530029296875,820.27099609375,831.5339965820312,831.5339965820312,82755200,9.883529663085938,9.925919532775879,9.583569526672363,9.636500358581543,9.636500358581543,14937400.0,3.9220399856567383,3.95740008354187,3.873300075531006,3.9025399684906006,3.9025399684906006,8159260
2017-01-17,,,,,,,,,,,,,830.9459838867188,910.5609741210938,830.7960205078125,907.93798828125,907.93798828125,155095008,9.639619827270508,10.610400199890137,9.5446195602417,10.302300453186035,10.302300453186035,18391900.0,3.9056999683380127,3.945319890975952,3.8516199588775635,3.9390499591827393,3.9390499591827393,4816480
2017-01-18,,,,,,,,,,,,,909.3729858398438,917.4990234375,858.3040161132812,886.6179809570312,886.6179809570312,225676992,10.29640007019043,10.516799926757812,9.935290336608887,10.227800369262695,10.227800369262695,10788200.0,3.9422500133514404,3.9511001110076904,3.783989906311035,3.838200092315674,3.838200092315674,4321020
2017-01-19,,,,,,,,,,,,,888.3350219726562,904.614013671875,884.3380126953125,899.072998046875,899.072998046875,105625000,10.240500450134277,10.444000244140625,10.178899765014648,10.397199630737305,10.397199630737305,8347550.0,3.841900110244751,3.9283900260925293,3.810760021209717,3.860610008239746,3.860610008239746,4090650
2017-01-20,,,,,,,,,,,,,898.1719970703125,899.3980102539062,887.0079956054688,895.0260009765625,895.0260009765625,86728400,10.386799812316895,10.762700080871582,10.352100372314453,10.600600242614746,10.600600242614746,10992800.0,3.859179973602295,3.909450054168701,3.8430800437927246,3.890010118484497,3.890010118484497,3427180
2017-01-21,,,,,,,,,,,,,895.5490112304688,927.3670043945312,895.5349731445312,921.7890014648438,921.7890014648438,111158000,10.595499992370605,10.977800369262695,10.579999923706055,10.909199714660645,10.909199714660645,11937600.0,3.8925700187683105,3.9186201095581055,3.8907101154327393,3.904510021209717,3.904510021209717,2717700
2017-01-22,,,,,,,,,,,,,922.2050170898438,937.5250244140625,897.5640258789062,924.6729736328125,924.6729736328125,116573000,10.910099983215332,10.971799850463867,10.576299667358398,10.703200340270996,10.703200340270996,8678620.0,3.902479887008667,3.9173800945281982,3.824280023574829,3.842940092086792,3.842940092086792,2630830
2017-01-23,,,,,,,,,,,,,925.4990234375,928.2659912109375,916.7379760742188,921.0120239257812,921.0120239257812,73588600,10.70989990234375,10.84469985961914,10.668999671936035,10.820799827575684,10.820799827575684,7267210.0,3.8561298847198486,3.862109899520874,3.821850061416626,3.8357601165771484,3.8357601165771484,2725110
2017-01-24,,,,,,,,,,,,,910.677001953125,924.14501953125,892.2860107421875,892.68701171875,892.68701171875,111349000,10.727899551391602,10.772299766540527,10.57129955291748,10.632499694824219,10.632499694824219,8327330.0,3.8352699279785156,3.8416099548339844,3.7842800617218018,3.786099910736084,3.786099910736084,2629220
2017-01-25,,,,,,,,,,,,,891.9240112304688,903.2520141601562,891.68701171875,901.5419921875,901.5419921875,120831000,10.618499755859375,10.618499755859375,10.484000205993652,10.570500373840332,10.570500373840332,6751450.0,3.791330099105835,3.802000045776367,3.688620090484619,3.7145299911499023,3.7145299911499023,6863540
2017-01-26,,,,,,,,,,,,,902.39501953125,919.3259887695312,902.2239990234375,917.5859985351562,917.5859985351562,131958000,10.56719970703125,10.667699813842773,10.513500213623047,10.589099884033203,10.589099884033203,8465020.0,3.714440107345581,3.8417201042175293,3.7063798904418945,3.834320068359375,3.834320068359375,5817220
2017-01-27,,,,,,,,,,,,,918.3590087890625,923.2230224609375,915.8460083007812,919.75,919.75,125594000,10.584099769592285,10.607000350952148,10.442299842834473,10.537300109863281,10.537300109863281,7189170.0,3.840100049972534,3.863909959793091,3.8055899143218994,3.85588002204895,3.85588002204895,5049680
2017-01-28,,,,,,,,,,,,,919.8109741210938,923.9110107421875,919.8109741210938,921.5900268554688,921.5900268554688,68979600,10.538299560546875,10.583200454711914,10.429300308227539,10.5649995803833,10.5649995803833,6580700.0,3.853529930114746,3.8671600818634033,3.8365299701690674,3.852950096130371,3.852950096130371,3305270
2017-01-29,,,,,,,,,,,,,922.0670166015625,923.4180297851562,919.1480102539062,919.4959716796875,919.4959716796875,60851700,10.561699867248535,10.569700241088867,10.451700210571289,10.484000205993652,10.484000205993652,4689950.0,3.852440118789673,3.8592000007629395,3.8383500576019287,3.852099895477295,3.852099895477295,2804420
2017-01-30,,,,,,,,,,,,,920.1510009765625,923.0479736328125,919.4739990234375,920.3820190429688,920.3820190429688,78227296,10.493800163269043,10.71399974822998,10.466500282287598,10.571200370788574,10.571200370788574,8042180.0,3.8562300205230713,4.021249771118164,3.855959892272949,4.021249771118164,4.021249771118164,10192700
2017-01-31,,,,,,,,,,,,,920.958984375,972.0189819335938,920.958984375,970.4030151367188,970.4030151367188,164582000,10.564200401306152,10.748700141906738,10.545000076293945,10.727499961853027,10.727499961853027,11648700.0,4.016499996185303,4.100979804992676,4.016499996185303,4.078639984130859,4.078639984130859,15799800
2017-02-01,,,,,,,,,,,,,970.9409790039062,989.114013671875,970.7420043945312,989.0230102539062,989.0230102539062,150110000,10.741299629211426,10.847200393676758,10.556599617004395,10.732099533081055,10.732099533081055,12852200.0,4.076039791107178,4.131659984588623,4.030580043792725,4.075329780578613,4.075329780578613,7753930
2017-02-02,,,,,,,,,,,,,990.0009765625,1013.52001953125,983.2210083007812,1011.7999877929688,1011.7999877929688,145820992,10.73550033569336,10.888099670410156,10.551899909973145,10.821399688720703,10.821399688720703,10172500.0,4.075150012969971,4.090929985046387,4.016940116882324,4.085269927978516,4.085269927978516,5175450
2017-02-03,,,,,,,,,,,,,1011.4600219726562,1033.8699951171875,1008.7899780273438,1029.9100341796875,1029.9100341796875,201278000,10.8125,11.114500045776367,10.755000114440918,11.114500045776367,11.114500045776367,12897800.0,4.081630229949951,4.107349872589111,4.04019021987915,4.082560062408447,4.082560062408447,8548470
2017-02-04,,,,,,,,,,,,,1031.3299560546875,1045.9000244140625,1015.1599731445312,1042.9000244140625,1042.9000244140625,155064000,11.128700256347656,11.501500129699707,11.128700256347656,11.433500289916992,11.433500289916992,14139500.0,4.08450984954834,4.096560001373291,4.0154500007629395,4.058000087738037,4.058000087738037,6926300
2017-02-05,,,,,,,,,,,,,1043.52001953125,1043.6300048828125,1022.3699951171875,1027.3399658203125,1027.3399658203125,114208000,11.44219970703125,11.486100196838379,11.316900253295898,11.352999687194824,11.352999687194824,5942960.0,4.065110206604004,4.070479869842529,4.01885986328125,4.042920112609863,4.042920112609863,4635400
2017-02-06,,,,,,,,,,,,,1028.4000244140625,1044.6400146484375,1028.1600341796875,1038.1500244140625,1038.1500244140625,111762000,11.353899955749512,11.4753999710083,11.344599723815918,11.389399528503418,11.389399528503418,5695440.0,4.057980060577393,4.079380035400391,4.0405402183532715,4.044010162353516,4.044010162353516,4972300
2017-02-07,,,,,,,,,,,,,1040.1400146484375,1061.9300537109375,1040.1400146484375,1061.3499755859375,1061.3499755859375,146007008,11.425299644470215,11.609800338745117,11.414999961853027,11.515299797058105,11.515299797058105,7629640.0,4.05348014831543,4.078750133514404,4.0391998291015625,4.040369987487793,4.040369987487793,6570650
2017-02-08,,,,,,,,,,,,,1062.3199462890625,1078.969970703125,1037.489990234375,1063.0699462890625,1063.0699462890625,201855008,11.540200233459473,11.630399703979492,11.243399620056152,11.43120002746582,11.43120002746582,9688630.0,4.049739837646484,4.080430030822754,3.9704999923706055,4.023169994354248,4.023169994354248,7016980
2017-02-09,,,,,,,,,,,,,1064.699951171875,1088.989990234375,953.343994140625,994.3829956054688,994.3829956054688,407220000,11.43589973449707,11.597999572753906,10.674500465393066,11.03219985961914,11.03219985961914,18400300.0,4.0296502113342285,4.083059787750244,3.7139699459075928,3.7985899448394775,3.7985899448394775,21297300
2017-02-10,,,,,,,,,,,,,995.6320190429688,998.905029296875,946.6909790039062,988.6740112304688,988.6740112304688,190452000,11.045000076293945,11.34469985961914,10.781200408935547,11.278900146484375,11.278900146484375,11914200.0,3.8010900020599365,3.810879945755005,3.6984798908233643,3.777209997177124,3.777209997177124,7918280
2017-02-11,,,,,,,,,,,,,988.8980102539062,1009.2899780273438,982.8300170898438,1004.4500122070312,1004.4500122070312,102261000,11.290800094604492,11.43179988861084,11.242400169372559,11.349499702453613,11.349499702453613,7544520.0,3.7772200107574463,3.8045599460601807,3.766979932785034,3.793100118637085,3.793100118637085,3340840
2017-02-12,,,,,,,,,,,,,1003.52001953125,1004.760009765625,996.9210205078125,999.1810302734375,999.1810302734375,67530000,11.353300094604492,11.401300430297852,11.303999900817871,11.399200439453125,11.399200439453125,6264900.0,3.795870065689087,3.795870065689087,3.745919942855835,3.7643699645996094,3.7643699645996094,2706320
2017-02-13,,,,,,,,,,,,,998.885009765625,1002.0999755859375,976.0020141601562,990.6420288085938,990.6420288085938,100607000,11.383600234985352,11.39490032196045,11.174099922180176,11.269499778747559,11.269499778747559,7216520.0,3.7682299613952637,3.769479990005493,3.7039899826049805,3.7178900241851807,3.7178900241851807,4721650
2017-02-14,,,,,,,,,,,,,991.7349853515625,1011.510009765625,986.4710083007812,1004.5499877929688,1004.5499877929688,137946000,11.286399841308594,13.330699920654297,11.286399841308594,13.025199890136719,13.025199890136719,42911500.0,3.715290069580078,3.7732601165771484,3.707129955291748,3.7708001136779785,3.7708001136779785,3994400
2017-02-15,,,,,,,,,,,,,1006.2100219726562,1008.8400268554688,1001.5800170898438,1007.47998046875,1007.47998046875,89759400,13.03969955444336,13.03969955444336,12.637100219726562,12.919699668884277,12.919699668884277,18464700.0,3.7691800594329834,3.816279888153076,3.7555999755859375,3.8092799186706543,3.8092799186706543,2683590
2017-02-16,,,,,,,,,,,,,1007.6500244140625,1033.3699951171875,1007.6500244140625,1027.43994140625,1027.43994140625,122277000,12.920999526977539,12.920999526977539,12.544699668884277,12.90369987487793,12.90369987487793,38002600.0,3.796760082244873,3.819780111312866,3.7797300815582275,3.7868099212646484,3.7868099212646484,3991580
2017-02-17,,,,,,,,,,,,,1026.1199951171875,1053.1700439453125,1025.6400146484375,1046.2099609375,1046.2099609375,136474000,12.898500442504883,12.908100128173828,12.664600372314453,12.67650032043457,12.67650032043457,11636500.0,3.7783799171447754,3.8394699096679688,3.774169921875,3.830359935760498,3.830359935760498,4001350
2017-02-18,,,,,,,,,,,,,1049.2099609375,1061.0999755859375,1046.9599609375,1054.4200439453125,1054.4200439453125,99073504,12.708399772644043,12.825799942016602,12.678799629211426,12.810199737548828,12.810199737548828,9370010.0,3.828000068664551,3.828000068664551,3.7781999111175537,3.791029930114746,3.791029930114746,3209270
2017-02-19,,,,,,,,,,,,,1054.760009765625,1056.81005859375,1043.4599609375,1047.8699951171875,1047.8699951171875,77423296,12.81760025024414,12.873299598693848,12.714400291442871,12.758500099182129,12.758500099182129,7799740.0,3.7925798892974854,3.793639898300171,3.744719982147217,3.7622599601745605,3.7622599601745605,2701490
2017-02-20,,,,,,,,,,,,,1048.68994140625,1080.489990234375,1041.68994140625,1079.97998046875,1079.97998046875,109478000,12.765199661254883,12.896699905395508,12.430100440979004,12.430100440979004,12.430100440979004,12994400.0,3.7686500549316406,3.784440040588379,3.749619960784912,3.767659902572632,3.767659902572632,3128060
2017-02-21,,,,,,,,,,,,,1079.280029296875,1117.25,1076.9300537109375,1115.300048828125,1115.300048828125,186868992,12.34220027923584,12.770899772644043,12.210100173950195,12.668399810791016,12.668399810791016,15183300.0,3.763619899749756,3.7977700233459473,3.757270097732544,3.7832798957824707,3.7832798957824707,4110740
2017-02-22,,,,,,,,,,,,,1114.800048828125,1125.3900146484375,1100.550048828125,1117.43994140625,1117.43994140625,136100000,12.687199592590332,12.762499809265137,12.552599906921387,12.599699974060059,12.599699974060059,10360900.0,3.7875800132751465,3.841130018234253,3.7811200618743896,3.805219888687134,3.805219888687134,4547610
2017-02-23,,,,,,,,,,,,,1117.27001953125,1176.6199951171875,1116.9599609375,1166.719970703125,1166.719970703125,189454000,12.598099708557129,13.207799911499023,12.563799858093262,13.119400024414062,13.119400024414062,14522300.0,3.8000400066375732,3.8472299575805664,3.7963600158691406,3.8429501056671143,3.8429501056671143,4096480
2017-02-24,,,,,,,,,,,,,1172.7099609375,1200.3900146484375,1131.9599609375,1173.6800537109375,1173.6800537109375,330759008,13.134300231933594,13.2322998046875,12.882800102233887,13.069199562072754,13.069199562072754,19574400.0,3.8309199810028076,3.8801300525665283,3.816009998321533,3.846719980239868,3.846719980239868,6921090
2017-02-25,,,,,,,,,,,,,1170.4100341796875,1174.8499755859375,1124.5899658203125,1143.8399658203125,1143.8399658203125,139960992,13.063799858093262,13.723899841308594,12.98069953918457,13.548700332641602,13.548700332641602,18533900.0,3.852220058441162,3.859910011291504,3.8145599365234375,3.8261098861694336,3.8261098861694336,3581200
2017-02-26,,,,,,,,,,,,,1144.27001953125,1167.469970703125,1130.199951171875,1165.199951171875,1165.199951171875,116486000,13.5177001953125,14.543100357055664,13.395299911499023,14.520000457763672,14.520000457763672,20307500.0,3.815880060195923,3.8474199771881104,3.7970399856567383,3.8267199993133545,3.8267199993133545,2688250
2017-02-27,,,,,,,,,,,,,1163.780029296875,1181.97998046875,1163.3800048828125,1179.969970703125,1179.969970703125,131570000,14.505800247192383,15.675200462341309,14.27400016784668,15.396499633789062,15.396499633789062,31667000.0,3.813430070877075,3.8291499614715576,3.7969799041748047,3.8027400970458984,3.8027400970458984,3766590
2017-02-28,,,,,,,,,,,,,1180.719970703125,1193.25,1171.8199462890625,1179.969970703125,1179.969970703125,184956000,15.450699806213379,16.05940055847168,15.123299598693848,15.81719970703125,15.81719970703125,65478900.0,3.803689956665039,3.816279888153076,3.7641398906707764,3.7709898948669434,3.7709898948669434,4045440
2017-03-01,,,,,,,,,,,,,1180.0400390625,1222.5,1179.68994140625,1222.5,1222.5,229056992,15.847200393676758,17.3710994720459,15.558899879455566,17.349700927734375,17.349700927734375,44927500.0,3.7730600833892822,3.8144099712371826,3.7611899375915527,3.7988998889923096,3.7988998889923096,4405000
2017-03-02,,,,,,,,,,,,,1224.6800537109375,1262.1300048828125,1215.6199951171875,1251.010009765625,1251.010009765625,368275008,17.355300903320312,19.35300064086914,16.95400047302246,19.03019905090332,19.03019905090332,83627104.0,3.795289993286133,4.111030101776123,3.777740001678467,3.9242300987243652,3.9242300987243652,9439480
2017-03-03,,,,,,,,,,,,,1250.7099609375,1280.31005859375,1250.7099609375,1274.989990234375,1274.989990234375,315739008,19.042800903320312,20.667400360107422,18.41119956970215,19.458999633789062,19.458999633789062,95863400.0,3.9212899208068848,3.9966800212860107,3.898020029067993,3.9208199977874756,3.9208199977874756,7515680
2017-03-04,,,,,,,,,,,,,1277.4300537109375,1279.4000244140625,1230.510009765625,1255.1500244140625,1255.1500244140625,183270000,19.517099380493164,20.05500030517578,18.618900299072266,18.618900299072266,18.618900299072266,27341900.0,3.911910057067871,3.9224600791931152,3.859260082244873,3.884000062942505,3.884000062942505,3361400
2017-03-05,,,,,,,,,,,,,1254.2900390625,1267.2900390625,1238.06005859375,1267.1199951171875,1267.1199951171875,134127000,18.50279998779297,19.423200607299805,18.2322998046875,19.30229949951172,19.30229949951172,26816300.0,3.863100051879883,3.901560068130493,3.8363499641418457,3.901560068130493,3.901560068130493,2836910
2017-03-06,,,,,,,,,,,,,1267.469970703125,1276.0,1264.5999755859375,1272.8299560546875,1272.8299560546875,153656992,19.28230094909668,20.1023006439209,19.11479949951172,19.60569953918457,19.60569953918457,32432700.0,3.8722400665283203,3.9265999794006348,3.862149953842163,3.9214000701904297,3.9214000701904297,4393810
2017-03-07,,,,,,,,,,,,,1273.2099609375,1275.550048828125,1204.800048828125,1223.5400390625,1223.5400390625,291256000,19.579099655151367,19.629899978637695,18.64259910583496,18.888599395751953,18.888599395751953,37972200.0,3.894040107727051,3.9092600345611572,3.8013501167297363,3.8214800357818604,3.8214800357818604,5619560
2017-03-08,,,,,,,,,,,,,1223.22998046875,1232.1600341796875,1148.0799560546875,1150.0,1150.0,332603008,18.88249969482422,18.88249969482422,16.65130043029785,16.65130043029785,16.65130043029785,44304600.0,3.80757999420166,3.817270040512085,3.7465600967407227,3.7760000228881836,3.7760000228881836,4594400
2017-03-09,,,,,,,,,,,,,1150.3499755859375,1197.4599609375,1141.22998046875,1188.489990234375,1188.489990234375,212283008,16.640100479125977,17.872600555419922,16.366500854492188,17.75469970703125,17.75469970703125,31418400.0,3.766390085220337,3.8444700241088867,3.762809991836548,3.8384199142456055,3.8384199142456055,3092100
2017-03-10,,,,,,,,,,,,,1189.3599853515625,1270.469970703125,1077.25,1116.719970703125,1116.719970703125,563795968,17.74090003967285,19.65880012512207,17.67729949951172,19.332300186157227,19.332300186157227,87506800.0,3.828279972076416,3.879420042037964,3.729480028152466,3.7521700859069824,3.7521700859069824,7090150
2017-03-11,,,,,,,,,,,,,1116.3199462890625,1193.8299560546875,1116.3199462890625,1175.8299560546875,1175.8299560546875,283320000,19.37459945678711,21.588199615478516,19.006999969482422,21.47249984741211,21.47249984741211,69150096.0,3.7588000297546387,3.8366000652313232,3.7501299381256104,3.7980000972747803,3.7980000972747803,3463740
2017-03-12,,,,,,,,,,,,,1176.6199951171875,1226.97998046875,1175.3599853515625,1221.3800048828125,1221.3800048828125,227176000,21.46489906311035,23.437700271606445,21.379499435424805,23.437700271606445,23.437700271606445,74628896.0,3.786600112915039,3.8610401153564453,3.784250020980835,3.8425700664520264,3.8425700664520264,3373750
2017-03-13,,,,,,,,,,,,,1221.780029296875,1237.3699951171875,1217.030029296875,1231.9200439453125,1231.9200439453125,380276992,23.504899978637695,30.60379981994629,23.504899978637695,28.592899322509766,28.592899322509766,255488000.0,3.847440004348755,4.245510101318359,3.8324201107025146,4.170539855957031,4.170539855957031,22439100
2017-03-14,,,,,,,,,,,,,1232.1600341796875,1244.81005859375,1220.719970703125,1240.0,1240.0,245306000,28.5718994140625,29.932899475097656,27.31529998779297,28.654600143432617,28.654600143432617,101797000.0,4.173810005187988,4.173810005187988,4.005710124969482,4.055190086364746,4.055190086364746,7928910
2017-03-15,,,,,,,,,,,,,1240.1600341796875,1251.6099853515625,1239.75,1249.6099853515625,1249.6099853515625,297804992,28.645099639892578,35.05590057373047,28.43320083618164,35.05590057373047,35.05590057373047,170344000.0,4.046860218048096,4.1803998947143555,4.0024800300598145,4.16087007522583,4.16087007522583,6571900
2017-03-16,,,,,,,,,,,,,1251.3299560546875,1257.97998046875,1152.43994140625,1187.81005859375,1187.81005859375,638568000,35.3572998046875,47.1697998046875,35.3572998046875,46.34579849243164,46.34579849243164,454417984.0,4.14730978012085,4.383709907531738,4.100550174713135,4.237100124359131,4.237100124359131,12755200
2017-03-17,,,,,,,,,,,,,1180.1600341796875,1180.1600341796875,1099.5699462890625,1100.22998046875,1100.22998046875,706598976,45.929500579833984,55.11470031738281,38.207000732421875,46.827999114990234,46.827999114990234,497534016.0,4.233170032501221,4.233170032501221,4.0368499755859375,4.055099964141846,4.055099964141846,11109600
2017-03-18,,,,,,,,,,,,,1099.68994140625,1114.0699462890625,957.655029296875,973.8179931640625,973.8179931640625,621302016,46.87419891357422,46.87419891357422,31.70210075378418,34.16019821166992,34.16019821166992,262180000.0,4.040520191192627,4.1574602127075195,3.8606700897216797,3.9676198959350586,3.9676198959350586,12199700
2017-03-19,,,,,,,,,,,,,976.72998046875,1069.9100341796875,976.72998046875,1036.739990234375,1036.739990234375,406648000,35.529701232910156,46.99599838256836,35.34159851074219,44.7401008605957,44.7401008605957,239430000.0,3.9565000534057617,4.0271100997924805,3.8998498916625977,3.9564099311828613,3.9564099311828613,6013050
2017-03-20,,,,,,,,,,,,,1037.239990234375,1063.030029296875,1036.6800537109375,1054.22998046875,1054.22998046875,286529984,44.83359909057617,46.22890090942383,42.444698333740234,43.390201568603516,43.390201568603516,154700992.0,3.9504799842834473,4.045420169830322,3.8899500370025635,4.0333099365234375,4.0333099365234375,4068240
2017-03-21,,,,,,,,,,,,,1055.3599853515625,1122.4300537109375,1055.3599853515625,1120.5400390625,1120.5400390625,337391008,43.50979995727539,44.262298583984375,42.37070083618164,43.14509963989258,43.14509963989258,91265400.0,4.036369800567627,4.041059970855713,3.9819300174713135,4.009220123291016,4.009220123291016,4970080
2017-03-22,,,,,,,,,,,,,1120.6500244140625,1120.6500244140625,1014.2100219726562,1049.1400146484375,1049.1400146484375,380840992,43.122501373291016,43.518699645996094,39.687801361083984,42.342098236083984,42.342098236083984,113952000.0,3.9873499870300293,4.007050037384033,3.893549919128418,3.936490058898926,3.936490058898926,5949960
2017-03-23,,,,,,,,,,,,,1050.050048828125,1058.010009765625,1028.9300537109375,1038.5899658203125,1038.5899658203125,248540000,42.56520080566406,44.754798889160156,41.3025016784668,43.67839813232422,43.67839813232422,100724000.0,3.9317400455474854,4.002490043640137,3.922139883041382,3.980030059814453,3.980030059814453,3354160
2017-03-24,,,,,,,,,,,,,1038.449951171875,1040.469970703125,934.3579711914062,937.52001953125,937.52001953125,491038016,43.63800048828125,54.144798278808594,43.2056999206543,53.10749816894531,53.10749816894531,297046016.0,3.973069906234741,4.13070011138916,3.9384100437164307,4.083960056304932,4.083960056304932,12524300
2017-03-25,,,,,,,,,,,,,936.5399780273438,975.760986328125,903.7130126953125,972.7789916992188,972.7789916992188,435803008,53.57590103149414,53.57590103149414,48.31169891357422,51.25,51.25,223059008.0,4.073470115661621,4.118919849395752,3.967439889907837,4.070620059967041,4.070620059967041,7904680
2017-03-26,,,,,,,,,,,,,974.0150146484375,1007.9600219726562,954.1859741210938,966.7249755859375,966.7249755859375,303668000,50.769901275634766,51.80289840698242,49.28390121459961,50.52159881591797,50.52159881591797,106859000.0,4.066150188446045,4.09876012802124,4.027090072631836,4.060739994049072,4.060739994049072,3911060
