,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,CM-PQ.TO,CM-PQ.TO,CM-PQ.TO,CM-PQ.TO,CM-PQ.TO,CM-PQ.TO,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,CCL,CCL,CCL,CCL,CCL,CCL,PFE,PFE,PFE,PFE,PFE,PFE,F,F,F,F,F,F,2357.TW,2357.TW,2357.TW,2357.TW,2357.TW,2357.TW,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,AC.TO,AC.TO,AC.TO,AC.TO,AC.TO,AC.TO
2012-11-26,6.420000076293945,6.460000038146973,6.323999881744385,6.453999996185303,6.453999996185303,2479000.0,,,,,,,27.540000915527344,27.579999923706055,27.170000076293945,27.389999389648438,22.882091522216797,85198700.0,38.7400016784668,38.810001373291016,38.380001068115234,38.47999954223633,30.708505630493164,2819400.0,23.092979431152344,23.263757705688477,23.064516067504883,23.235294342041016,17.07260513305664,37703793.0,11.050000190734863,11.140000343322754,10.970000267028809,11.109999656677246,7.671806812286377,26831700.0,319.5,321.5,317.0,317.0,190.3656005859375,2928000.0,20.56785774230957,21.071428298950195,20.489643096923828,21.054643630981445,18.265731811523438,630579600.0,11.920000076293945,12.140000343322754,11.899999618530273,12.109999656677246,11.199490547180176,9115000.0,1.809999942779541,1.809999942779541,1.7799999713897705,1.7999999523162842,1.7999999523162842,517600.0
2012-11-27,6.426000118255615,6.5320000648498535,6.303999900817871,6.429999828338623,6.429999828338623,4554000.0,,,,,,,27.360000610351562,27.3799991607666,27.040000915527344,27.079999923706055,22.62310791015625,45018600.0,38.59000015258789,38.93000030517578,38.06999969482422,38.119998931884766,30.421220779418945,3979900.0,23.017078399658203,23.197343826293945,22.979127883911133,23.00758934020996,16.905290603637695,32539826.0,11.100000381469727,11.270000457763672,11.100000381469727,11.100000381469727,7.664905071258545,37610000.0,319.5,319.5,311.5,312.5,187.66322326660156,4085000.0,21.055356979370117,21.086429595947266,20.717857360839844,20.885000228881836,18.118560791015625,533330000.0,12.0600004196167,12.34000015258789,11.960000038146973,12.15999984741211,11.245726585388184,11285100.0,1.809999942779541,1.8300000429153442,1.7899999618530273,1.7899999618530273,1.7899999618530273,386200.0
2012-11-28,6.400000095367432,6.857999801635742,6.381999969482422,6.645999908447266,6.645999908447266,7626000.0,,,,,,,27.010000228881836,27.389999389648438,26.770000457763672,27.360000610351562,22.857025146484375,53018400.0,38.08000183105469,38.689998626708984,38.02000045776367,38.65999984741211,30.852161407470703,3209400.0,22.988615036010742,23.425046920776367,22.91271209716797,23.40607261657715,17.19808578491211,31162248.0,11.050000190734863,11.260000228881836,10.979999542236328,11.25,7.7684855461120605,38496900.0,314.5,315.0,311.5,312.5,187.66322326660156,2578000.0,20.616785049438477,20.921428680419922,20.437856674194336,20.819286346435547,18.061546325683594,520864400.0,12.109999656677246,12.319999694824219,11.960000038146973,12.260000228881836,11.338211059570312,9958300.0,1.7799999713897705,1.809999942779541,1.7699999809265137,1.7699999809265137,1.7699999809265137,487600.0
2012-11-29,6.688000202178955,6.800000190734863,6.573999881744385,6.73799991607666,6.73799991607666,5517000.0,,,,,,,27.110000610351562,27.360000610351562,26.860000610351562,26.950000762939453,22.51450538635254,69551400.0,38.7599983215332,38.95000076293945,38.47999954223633,38.599998474121094,30.804275512695312,2677100.0,23.44402313232422,23.652751922607422,23.44402313232422,23.57685089111328,17.323575973510742,33352881.0,11.319999694824219,11.529999732971191,11.319999694824219,11.529999732971191,7.961832046508789,57289300.0,317.0,318.5,314.0,315.5,189.4647979736328,3749000.0,21.079286575317383,21.22321319580078,20.90178680419922,21.04857063293457,18.260459899902344,514698800.0,12.279999732971191,12.34000015258789,12.0,12.039999961853027,11.134750366210938,12217200.0,1.7799999713897705,1.8200000524520874,1.7799999713897705,1.7999999523162842,1.7999999523162842,281200.0
2012-11-30,6.72599983215332,6.855999946594238,6.6020002365112305,6.763999938964844,6.763999938964844,7101500.0,,,,,,,27.049999237060547,27.1299991607666,26.489999771118164,26.6200008392334,22.23882293701172,83690200.0,38.7599983215332,38.90999984741211,38.380001068115234,38.65999984741211,30.852161407470703,2958800.0,23.63377571105957,23.795066833496094,23.453510284423828,23.738140106201172,17.442073822021484,39200895.0,11.520000457763672,11.600000381469727,11.329999923706055,11.449999809265137,7.906589508056641,41329600.0,317.0,323.0,314.5,320.5,192.4674072265625,6751000.0,20.956785202026367,21.014286041259766,20.809999465942383,20.902856826782227,18.13405418395996,391319600.0,12.029999732971191,12.119999885559082,11.899999618530273,11.970000267028809,11.070012092590332,11512600.0,1.7899999618530273,1.8200000524520874,1.7799999713897705,1.809999942779541,1.809999942779541,322000.0
2012-12-03,6.7779998779296875,7.0,6.699999809265137,6.923999786376953,6.923999786376953,10428500.0,,,,,,,26.780000686645508,26.81999969482422,26.399999618530273,26.43000030517578,22.080087661743164,53173800.0,38.83000183105469,38.900001525878906,38.369998931884766,38.380001068115234,30.62869644165039,2379000.0,23.757116317749023,24.003795623779297,23.719165802001953,23.804553985595703,17.490882873535156,29809333.0,11.5600004196167,11.699999809265137,11.399999618530273,11.40999984741211,7.878970623016357,47746300.0,321.0,321.5,317.0,318.5,191.266357421875,3525000.0,21.201786041259766,21.2353572845459,20.91071319580078,20.93535614013672,18.162240982055664,364280000.0,12.119999885559082,12.119999885559082,11.720000267028809,11.75,10.866554260253906,9784500.0,1.7999999523162842,1.809999942779541,1.7799999713897705,1.7799999713897705,1.7799999713897705,553600.0
2012-12-04,6.815999984741211,6.960000038146973,6.710000038146973,6.78000020980835,6.78000020980835,6316500.0,,,,,,,26.5,26.6299991607666,26.34000015258789,26.3700008392334,22.029958724975586,49777500.0,38.04999923706055,38.150001525878906,37.5,37.779998779296875,30.149883270263672,4304200.0,23.757116317749023,23.975332260131836,23.738140106201172,23.880455017089844,17.54665756225586,31957385.0,11.399999618530273,11.4399995803833,11.229999542236328,11.3100004196167,7.8099164962768555,37760200.0,320.0,323.0,318.5,320.0,192.1671600341797,5795000.0,20.7785701751709,20.7785701751709,20.43321418762207,20.566070556640625,17.841873168945312,557068400.0,11.770000457763672,12.119999885559082,11.699999809265137,12.100000381469727,11.190238952636719,13201700.0,1.8300000429153442,1.840000033378601,1.7899999618530273,1.7999999523162842,1.7999999523162842,606300.0
2012-12-05,6.763999938964844,6.8379998207092285,6.716000080108643,6.742000102996826,6.742000102996826,3307500.0,,,,,,,26.3799991607666,26.93000030517578,26.260000228881836,26.670000076293945,22.280582427978516,68283800.0,37.25,37.58000183105469,36.7400016784668,37.209999084472656,30.093273162841797,3795000.0,23.851991653442383,24.468690872192383,23.851991653442383,24.32637596130371,17.87430191040039,47992731.0,11.319999694824219,11.399999618530273,11.180000305175781,11.3100004196167,7.8099164962768555,33152400.0,319.5,320.0,317.0,318.0,190.96609497070312,3326000.0,20.318214416503906,20.33035659790039,19.241785049438477,19.24250030517578,16.693618774414062,1044638000.0,12.0,12.079999923706055,11.789999961853027,11.960000038146973,11.06076717376709,15825600.0,1.809999942779541,1.809999942779541,1.7799999713897705,1.7799999713897705,1.7799999713897705,2047600.0
2012-12-06,6.763999938964844,6.960000038146973,6.699999809265137,6.78000020980835,6.78000020980835,3302000.0,,,,,,,26.809999465942383,26.979999542236328,26.610000610351562,26.729999542236328,22.330707550048828,39182300.0,37.27000045776367,37.630001068115234,37.11000061035156,37.560001373291016,30.37633514404297,3310800.0,24.24098777770996,24.459203720092773,24.2125244140625,24.29791259765625,17.85338592529297,33158418.0,11.260000228881836,11.3100004196167,11.1899995803833,11.239999771118164,7.7615790367126465,31065800.0,319.0,320.0,313.0,313.0,187.96351623535156,3671000.0,18.890714645385742,19.761070251464844,18.522499084472656,19.544286727905273,16.955434799194336,1177212400.0,11.930000305175781,12.0600004196167,11.890000343322754,11.979999542236328,11.079262733459473,10322400.0,1.7999999523162842,1.8200000524520874,1.7899999618530273,1.7899999618530273,1.7899999618530273,586200.0
2012-12-07,6.860000133514404,6.8979997634887695,6.769999980926514,6.834000110626221,6.834000110626221,3322000.0,,,,,,,26.81999969482422,26.81999969482422,26.3700008392334,26.459999084472656,22.105148315429688,46162100.0,37.58000183105469,37.91999816894531,37.4900016784668,37.90999984741211,30.659400939941406,2246800.0,24.22201156616211,24.29791259765625,23.870967864990234,24.25047492980957,17.818532943725586,32428840.0,11.270000457763672,11.5,11.260000228881836,11.479999542236328,7.927308559417725,38404500.0,313.0,315.0,312.0,314.5,188.86428833007812,2746000.0,19.764286041259766,19.828571319580078,18.928571701049805,19.04464340209961,16.521976470947266,787040800.0,11.989999771118164,12.050000190734863,11.819999694824219,11.960000038146973,11.06076717376709,8457200.0,1.809999942779541,1.809999942779541,1.7699999809265137,1.7699999809265137,1.7699999809265137,780100.0
2012-12-10,6.886000156402588,6.960000038146973,6.835999965667725,6.914000034332275,6.914000034332275,4649000.0,,,,,,,26.559999465942383,26.969999313354492,26.520000457763672,26.940000534057617,22.506147384643555,47031100.0,37.599998474121094,38.099998474121094,37.560001373291016,37.869998931884766,30.627038955688477,2751000.0,24.117647171020508,24.28842544555664,24.060720443725586,24.108158111572266,17.71396255493164,28340795.0,11.40999984741211,11.529999732971191,11.40999984741211,11.470000267028809,7.920400142669678,26025200.0,315.0,315.5,311.5,313.0,187.96351623535156,2393000.0,18.75,19.232500076293945,18.627857208251953,18.922143936157227,16.415706634521484,630484400.0,11.960000038146973,12.449999809265137,11.930000305175781,12.359999656677246,11.43069076538086,12841100.0,1.7599999904632568,1.7799999713897705,1.6799999475479126,1.690000057220459,1.690000057220459,499400.0
2012-12-11,6.920000076293945,7.099999904632568,6.892000198364258,7.056000232696533,7.056000232696533,7863000.0,,,,,,,27.049999237060547,27.489999771118164,27.049999237060547,27.31999969482422,22.8236083984375,52282800.0,38.029998779296875,38.119998931884766,37.72999954223633,37.849998474121094,30.61086654663086,2108100.0,24.22201156616211,24.459203720092773,24.2125244140625,24.32637596130371,17.87430191040039,32344941.0,11.510000228881836,11.579999923706055,11.399999618530273,11.489999771118164,7.9342122077941895,36326900.0,315.0,317.0,311.0,313.5,188.26376342773438,4743000.0,19.27750015258789,19.62714385986328,19.19178581237793,19.335357666015625,16.774185180664062,592345600.0,12.399999618530273,12.8100004196167,12.369999885559082,12.649999618530273,11.698888778686523,20418100.0,1.690000057220459,1.690000057220459,1.590000033378601,1.6200000047683716,1.6200000047683716,773600.0
2012-12-12,7.041999816894531,7.159999847412109,6.989999771118164,7.052000045776367,7.052000045776367,10319000.0,,,,,,,27.530000686645508,27.6200008392334,27.079999923706055,27.239999771118164,22.756778717041016,43966300.0,38.22999954223633,38.40999984741211,37.779998779296875,37.869998931884766,30.627038955688477,3700900.0,24.30739974975586,24.430740356445312,24.136621475219727,24.203035354614258,17.78367805480957,31448725.0,11.520000457763672,11.5600004196167,11.430000305175781,11.470000267028809,7.920400142669678,31099900.0,316.5,323.0,314.0,320.0,192.1671600341797,6638000.0,19.563213348388672,19.571428298950195,19.15250015258789,19.25,16.70012855529785,487144000.0,12.6899995803833,12.760000228881836,12.470000267028809,12.520000457763672,11.578662872314453,9985100.0,1.6200000047683716,1.6699999570846558,1.600000023841858,1.649999976158142,1.649999976158142,952100.0
2012-12-13,7.052000045776367,7.059999942779541,6.550000190734863,6.7220001220703125,6.7220001220703125,10756500.0,,,,,,,27.31999969482422,27.520000457763672,26.950000762939453,27.110000610351562,22.64817237854004,45080100.0,37.90999984741211,38.31999969482422,37.619998931884766,37.709999084472656,30.497638702392578,2694200.0,24.127134323120117,24.33586311340332,24.032257080078125,24.032257080078125,17.658191680908203,27886837.0,11.460000038146973,11.5,11.210000038146973,11.270000457763672,7.782293796539307,35443200.0,324.0,338.0,324.0,334.5,200.8747100830078,10601000.0,18.969642639160156,19.20142936706543,18.7785701751709,18.917499542236328,16.41167449951172,625259600.0,12.5,12.770000457763672,12.40999984741211,12.529999732971191,11.587908744812012,9438900.0,1.6299999952316284,1.7300000190734863,1.6299999952316284,1.7000000476837158,1.7000000476837158,519900.0
2012-12-14,6.75600004196167,6.880000114440918,6.7179999351501465,6.76200008392334,6.76200008392334,5115000.0,,,,,,,27.110000610351562,27.1299991607666,26.700000762939453,26.809999465942383,22.397546768188477,42077500.0,37.88999938964844,38.08000183105469,37.63999938964844,37.720001220703125,30.50572967529297,1996600.0,23.927894592285156,24.070209503173828,23.861480712890625,23.889942169189453,17.553625106811523,27318415.0,11.270000457763672,11.270000457763672,11.029999732971191,11.100000381469727,7.664905071258545,36933500.0,337.0,342.0,335.0,335.0,201.1750030517578,6036000.0,18.383928298950195,18.504642486572266,18.056428909301758,18.206785202026367,15.795101165771484,1009579200.0,12.579999923706055,12.720000267028809,12.489999771118164,12.59000015258789,11.643401145935059,8466500.0,1.7300000190734863,1.7899999618530273,1.6799999475479126,1.75,1.75,688800.0
2012-12-17,6.754000186920166,6.900000095367432,6.75,6.880000114440918,6.880000114440918,4124500.0,,,,,,,26.790000915527344,27.219999313354492,26.68000030517578,27.100000381469727,22.639814376831055,42046100.0,38.0099983215332,38.810001373291016,37.939998626708984,38.599998474121094,31.21742057800293,5231500.0,23.880455017089844,24.165084838867188,23.861480712890625,24.060720443725586,17.67911148071289,30144084.0,11.15999984741211,11.40999984741211,11.140000343322754,11.390000343322754,7.865157604217529,46983300.0,337.0,337.5,329.5,334.5,200.8747100830078,4910000.0,18.176071166992188,18.571428298950195,17.901071548461914,18.52964210510254,16.0751895904541,757607200.0,12.5600004196167,12.630000114440918,12.350000381469727,12.539999961853027,11.597156524658203,11130800.0,1.75,1.7799999713897705,1.7000000476837158,1.7000000476837158,1.7000000476837158,1114500.0
2012-12-18,6.8520002365112305,7.013999938964844,6.8520002365112305,6.918000221252441,6.918000221252441,7769500.0,,,,,,,27.25,27.6299991607666,27.139999389648438,27.559999465942383,23.02410888671875,50486900.0,38.939998626708984,39.56999969482422,38.88999938964844,39.31999969482422,31.79971694946289,4986200.0,24.051233291625977,24.383302688598633,23.975332260131836,24.32637596130371,17.87430191040039,34869904.0,11.479999542236328,11.680000305175781,11.399999618530273,11.670000076293945,8.05850601196289,61810400.0,334.5,338.0,332.0,335.5,201.47525024414062,4428000.0,18.75,19.10357093811035,18.58035659790039,19.06785774230957,16.542116165161133,625685200.0,12.539999961853027,12.699999809265137,12.5,12.5600004196167,11.615653038024902,10410900.0,1.7200000286102295,1.840000033378601,1.7100000381469727,1.8300000429153442,1.8300000429153442,2103000.0
2012-12-19,6.949999809265137,7.052000045776367,6.9039998054504395,6.921999931335449,6.921999931335449,6494000.0,,,,,,,27.690000534057617,27.729999542236328,27.25,27.309999465942383,22.815250396728516,53519900.0,39.91999816894531,39.95000076293945,38.9900016784668,39.060001373291016,31.589448928833008,5397300.0,24.3168888092041,24.468690872192383,24.022769927978516,24.051233291625977,17.672136306762695,30866706.0,11.789999961853027,11.850000381469727,11.619999885559082,11.729999542236328,8.099940299987793,54884700.0,337.5,338.0,325.5,328.0,196.97132873535156,3745000.0,18.98107147216797,19.060714721679688,18.76785659790039,18.796785354614258,16.30695152282715,449369200.0,12.649999618530273,12.800000190734863,12.600000381469727,12.649999618530273,11.698888778686523,11463600.0,1.850000023841858,1.8700000047683716,1.7400000095367432,1.7799999713897705,1.7799999713897705,1208800.0
2012-12-20,6.9019999504089355,6.958000183105469,6.809999942779541,6.886000156402588,6.886000156402588,4606000.0,,,,,,,27.360000610351562,27.68000030517578,27.149999618530273,27.68000030517578,23.124361038208008,52607300.0,37.41999816894531,37.70000076293945,36.56999969482422,36.9900016784668,29.91534423828125,12749500.0,24.022769927978516,24.136621475219727,23.956356048583984,24.127134323120117,17.727907180786133,27061450.0,11.739999771118164,11.800000190734863,11.579999923706055,11.770000457763672,8.127561569213867,47750100.0,328.0,329.5,322.0,325.0,195.1697540283203,3351000.0,18.928571701049805,18.935714721679688,18.531429290771484,18.633214950561523,16.16504669189453,481689600.0,12.699999809265137,12.710000038146973,12.5,12.640000343322754,11.689640998840332,8358300.0,1.7599999904632568,1.7999999523162842,1.7200000286102295,1.7999999523162842,1.7999999523162842,422400.0
2012-12-21,6.788000106811523,6.834000110626221,6.716000080108643,6.800000190734863,6.800000190734863,7462000.0,,,,,,,27.450000762939453,27.489999771118164,27.0,27.450000762939453,22.932209014892578,98776500.0,37.5,37.790000915527344,36.880001068115234,37.02000045776367,29.939603805541992,6741300.0,24.089183807373047,24.2125244140625,23.766603469848633,23.795066833496094,17.483909606933594,65008507.0,11.550000190734863,11.859999656677246,11.470000267028809,11.859999656677246,8.18970775604248,94489300.0,326.0,327.0,320.5,320.5,192.4674072265625,2899000.0,18.302499771118164,18.559642791748047,18.222856521606445,18.547500610351562,16.090686798095703,596268400.0,12.470000267028809,12.470000267028809,12.210000038146973,12.350000381469727,11.421443939208984,11554300.0,1.7599999904632568,1.7899999618530273,1.7599999904632568,1.7699999809265137,1.7699999809265137,308600.0
2012-12-24,6.728000164031982,6.869999885559082,6.710000038146973,6.855999946594238,6.855999946594238,1879000.0,,,,,,,27.200000762939453,27.25,27.0,27.059999465942383,22.606395721435547,20842400.0,36.779998779296875,37.220001220703125,36.779998779296875,37.08000183105469,29.988136291503906,2293200.0,23.728652954101562,23.918405532836914,23.719165802001953,23.795066833496094,17.483909606933594,11437376.0,11.670000076293945,12.399999618530273,11.670000076293945,12.399999618530273,8.562597274780273,91734900.0,324.0,325.0,317.0,319.0,191.56661987304688,2076000.0,18.58392906188965,18.72321319580078,18.52535629272461,18.577499389648438,16.116708755493164,175753200.0,12.34000015258789,12.380000114440918,12.210000038146973,12.25,11.328961372375488,3184400.0,1.7799999713897705,1.7799999713897705,1.7599999904632568,1.7699999809265137,1.7699999809265137,120100.0
2012-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,324.0,319.0,324.0,194.5692596435547,1225000.0,,,,,,,,,,,,,,,,,,
2012-12-26,6.791999816894531,6.900000095367432,6.699999809265137,6.7179999351501465,6.7179999351501465,3007000.0,,,,,,,27.030000686645508,27.200000762939453,26.700000762939453,26.860000610351562,22.439313888549805,31631100.0,37.13999938964844,37.13999938964844,36.5,36.599998474121094,29.599937438964844,2479400.0,23.766603469848633,24.032257080078125,23.757116317749023,23.946868896484375,17.595447540283203,23038332.0,12.3100004196167,12.789999961853027,12.3100004196167,12.789999961853027,8.831902503967285,140331900.0,324.0,324.5,320.0,323.0,193.96873474121094,1352000.0,18.53571319580078,18.552143096923828,18.25428581237793,18.321428298950195,15.894559860229492,302436400.0,12.220000267028809,12.420000076293945,12.1899995803833,12.239999771118164,11.31971263885498,4918500.0,,,,,,
2012-12-27,6.699999809265137,6.7820000648498535,6.599999904632568,6.73799991607666,6.73799991607666,2805500.0,,,,,,,26.889999389648438,27.09000015258789,26.56999969482422,26.959999084472656,22.52285385131836,39394000.0,36.779998779296875,36.9900016784668,36.06999969482422,36.70000076293945,29.680810928344727,2816100.0,23.880455017089844,23.927894592285156,23.538898468017578,23.851991653442383,17.525741577148438,26014512.0,12.789999961853027,12.8100004196167,12.359999656677246,12.760000228881836,8.811187744140625,108315100.0,321.0,324.0,320.5,323.0,193.96873474121094,1519000.0,18.340713500976562,18.4375,18.023571014404297,18.395000457763672,15.958380699157715,455120400.0,12.260000228881836,12.279999732971191,12.020000457763672,12.15999984741211,11.245726585388184,7495100.0,1.75,1.7799999713897705,1.75,1.7599999904632568,1.7599999904632568,195900.0
